Age,Income,Credit_Score,Loan_Amount,Employment_Length,Gender,Default
34,164424.89917684603,501,9684.356726338001,34,0,0
33,38007.79119740202,392,85613.13349997418,23,0,1
32,188119.16600180126,332,58301.88292225295,19,0,0
52,39874.59104140005,718,26636.65315689992,38,0,0
74,134222.6915361625,502,85016.84824003182,39,0,1
69,141033.13284720364,850,80462.0291798892,34,0,0
22,142377.94770015587,611,10994.200294647804,38,1,0
72,67763.21090157036,768,64769.79799976222,9,0,0
22,79462.11651769855,693,72461.52655105128,26,0,0
37,118761.83752689144,510,71866.90636161042,14,0,1
32,55925.74924401771,455,72591.12807753982,14,0,1
35,23655.88421000322,621,17776.320779254696,36,0,0
64,121186.00181154361,734,32193.558972608167,34,0,0
19,103750.1429621613,339,84573.67234194178,2,0,0
46,138211.61712022318,339,89940.7832725274,28,1,0
30,46406.10365005879,752,28639.699769922157,3,1,0
21,171366.48102617325,489,3278.9321015974915,15,1,0
59,46319.86792289491,314,86116.92776944471,4,1,0
62,180441.84887840424,423,38332.091944683176,20,0,1
27,100913.81106722655,579,33616.8920400337,39,1,1
78,118964.94668708506,347,35352.96828917394,20,1,1
48,181384.64047351797,488,42153.94597279651,1,0,0
58,73984.34872587206,603,38448.395543837185,13,1,0
25,52728.859323407276,404,57076.659014222474,4,0,0
20,100235.29174750166,668,8815.08757132083,6,1,0
65,63986.10113498721,800,97182.479236543,10,1,0
80,115011.90407725707,759,93708.65241274396,34,1,0
63,69546.41559997696,546,93506.25801493443,29,0,0
26,175608.11640718224,563,88048.48478410943,0,0,1
47,129318.42660639067,505,66372.30391599124,15,1,0
70,20043.32055372241,806,22889.747712094806,0,1,0
28,164985.27224236846,829,5898.865227490857,21,0,1
52,79438.22061070627,663,10832.785413394895,12,0,0
54,77637.43714789228,639,33075.25754609495,26,1,0
78,88951.30618420412,706,50884.41952408276,14,1,0
59,133447.25505513453,752,99332.0540472946,16,1,0
30,99570.92787096013,449,44108.90568766532,8,1,1
53,133154.39838254644,492,52939.9629586463,4,0,0
73,46420.529894442625,446,69820.56747161997,22,1,1
30,194629.60361433544,705,18892.66307433183,10,0,0
29,151329.1316750955,482,93349.87315466332,23,0,0
54,65037.27929210894,405,53374.425978430685,7,0,0
27,150350.58345345967,535,28349.378214575092,33,0,1
77,123504.58212709508,478,93575.7896475452,30,0,0
73,39654.01935263263,731,62919.61123733606,21,0,1
26,52075.35682186269,700,48885.28339367183,13,0,0
69,27435.465545863666,824,58435.43508611664,4,0,0
24,165662.8529014426,839,75081.91967161743,16,0,1
19,119306.8554671423,622,16299.26236560238,17,1,0
71,77014.75675703815,560,86618.2126396193,18,0,0
73,42742.08236507601,698,95991.17421952308,6,1,1
77,107128.25767286825,636,57132.96552325738,25,0,0
40,114547.04240922898,599,68544.81383296222,24,0,1
56,146350.73017649096,418,86123.51460377783,17,1,0
57,194588.69788047645,712,38106.25251023355,14,0,0
56,98290.19547332745,683,99290.34769335744,28,0,0
38,93086.15718698647,779,68369.63556138286,0,1,0
40,86587.40082622204,604,42975.87113744023,3,1,0
46,168846.303614035,495,68056.45952516109,8,0,0
31,48137.09985186282,632,52646.323218830206,35,0,0
43,81886.3226543161,319,12052.515582298152,31,1,1
68,150494.74487757037,732,79790.66517216252,23,0,0
22,22825.088361640366,725,56873.18244504028,36,0,0
72,72088.53024902503,528,79788.71022951498,17,0,0
48,135460.48929584777,823,16336.282096379115,14,1,0
42,53471.37764014485,516,54297.358523276795,19,0,1
48,74487.90244236882,674,76895.80294907837,39,1,0
67,107488.11340698125,335,98842.15219148903,1,0,0
37,95964.24187454369,327,88555.33036214061,24,0,1
61,39084.8941919682,671,86570.61307900329,12,0,0
72,188882.35800601385,385,25498.5536764934,26,1,1
34,27972.689704776698,487,83960.4755691957,12,1,1
62,154953.69615610724,604,17758.846476753344,27,1,0
19,32856.09879640835,721,20612.65879029492,14,0,1
42,104113.24454451428,379,11901.557630603731,28,0,0
30,51574.03249797398,485,85902.05654066493,20,1,0
75,45397.60335720655,304,11717.19514868055,30,1,1
56,42661.63577751051,796,14673.036494755994,22,1,0
45,101501.59460516162,808,25342.827858156197,36,0,0
59,112787.28368971261,301,57693.57850294346,2,0,0
72,44009.20883771118,516,88137.83834473991,34,1,1
23,196291.2314479231,836,42404.58737030124,13,0,0
20,66397.85963520016,556,55082.308969986734,1,0,0
75,102591.44112850097,752,17482.450595768045,12,1,0
52,58928.520368343445,723,27328.63973388137,1,0,1
35,108906.0761809182,623,14258.650486091718,11,1,0
28,156082.98484373276,798,41581.96564184188,26,1,0
71,113798.36257300914,496,59443.230209141046,33,1,1
37,71416.79672924994,803,29117.93347331196,39,1,0
22,64711.389572108856,571,84753.58970190446,4,1,1
36,156608.19312086963,317,98142.5967496568,24,0,1
39,41282.871630727386,406,12895.33037914352,10,1,0
76,86593.96899305651,828,2768.1455455170903,12,1,0
77,47266.88899769937,424,79187.91383208359,27,0,1
36,66435.64927300674,782,19873.625102531143,20,0,0
79,47482.98184729139,303,35961.512673425044,25,1,0
64,179619.0515376368,650,40028.89060930522,26,1,0
79,151742.75582234573,650,91743.3395011935,25,1,0
33,120966.90428796705,527,66224.98336085003,14,1,1
41,60396.54004919596,315,5020.339539986183,5,0,0
58,111840.82889585508,724,2466.2138307013056,3,1,0
21,113749.97716056302,763,20757.241655497735,3,1,0
32,126272.67061770312,545,32499.022146398427,29,1,1
42,30815.32830009166,476,48967.8595745733,12,1,1
61,195122.35481540713,842,83946.10181857669,8,0,1
72,103779.01470805817,808,32166.957847441186,13,0,0
52,186775.7193378386,532,38277.18470789387,27,1,0
72,21765.460648515746,337,33604.4550709561,39,1,1
31,64560.5112143556,790,1887.5682672576559,2,1,1
66,38719.20265640041,743,95564.95237269386,40,0,1
36,158530.9119238589,319,14760.592529510905,28,1,0
55,77622.50892704801,410,29479.080342121455,32,0,0
53,171288.65151483446,786,13801.026907547739,14,0,0
24,169829.36582885426,388,49563.77245951554,38,1,0
47,140203.0627051826,618,93284.4453793074,14,0,0
36,139840.72463791588,417,10969.37104492314,6,0,0
66,146028.7445731643,733,44648.79543526111,11,1,0
42,141277.4902333594,538,3215.109731386266,38,1,1
33,89643.50438318284,371,77318.92391722866,6,0,0
64,142908.97602233826,698,64481.38821188807,40,0,0
71,181533.25445462455,703,70270.16770700787,5,0,0
57,79863.22853779225,550,47761.29972867754,25,1,0
68,190080.02471869165,494,90855.66992608417,8,0,1
25,22444.685821778552,521,41546.18763638834,23,1,0
35,82834.85688774269,481,51894.422403920624,29,0,0
45,43777.712311173236,555,69833.63300479231,15,1,0
33,42791.56922810426,387,52535.50346845054,26,0,1
69,166777.3089220823,791,19744.229143716468,32,0,0
36,185306.29665502213,635,32389.99118644629,22,1,1
59,159996.48576193742,837,10137.15234574172,18,1,0
34,195790.82941866078,706,43828.73622451248,35,0,0
80,58939.214629928734,588,61329.81721554647,18,0,0
62,45343.984197744285,661,12734.464482644924,21,0,0
30,113726.68076713044,740,63428.125025542766,32,0,1
24,169226.77065367124,329,89394.34183545882,9,1,1
44,27171.036350850747,847,34434.64956556644,31,0,1
27,199201.81897997877,522,22981.276525663165,14,1,0
51,128404.2672569581,423,89407.6003203484,38,1,1
53,196209.52619264793,514,69502.57835385732,7,1,0
42,85714.69398207986,417,11434.09193759883,24,1,0
23,102444.28769604607,526,41403.083254111516,17,1,0
41,155425.05963153057,743,67734.87037570032,14,1,0
35,162686.08110103736,848,57864.00362257002,25,0,0
40,61945.94960304325,736,62236.164815637436,40,0,0
23,187364.19553539008,311,57146.38222341868,20,1,0
46,176136.16193025114,421,80008.07516518413,21,0,1
79,23276.95455857574,846,32722.268722900884,33,1,0
42,43142.259053932954,788,71137.77244203693,36,1,0
72,109297.47915327213,550,99116.86480693414,36,1,1
34,102971.99254037288,781,39605.92692033685,13,0,0
63,147510.35390627035,849,79313.78314092451,3,0,0
41,36148.047689546125,579,25364.814476480933,23,0,1
28,136073.95520548278,636,28907.774516120884,1,1,0
43,130946.58760422483,467,93551.52354417076,0,0,1
80,62051.527726047985,627,3567.89726862019,1,1,0
68,117630.91356831191,545,22525.307141222096,12,1,0
79,59997.297259276755,600,48809.14908338831,26,0,0
51,46446.144878109146,499,40782.914548714456,16,1,1
45,123164.28823773269,799,63287.8033922681,16,1,0
20,195945.37009410266,312,20079.48298567781,4,1,0
28,62648.002850914105,665,7984.1534324846025,23,1,1
55,83960.50688392734,396,37564.006382670945,7,1,1
78,66183.18067820842,370,52911.16897227391,8,0,0
31,67962.76789636904,656,56638.181871406225,17,1,0
68,92754.58415360251,843,60547.85883070421,15,1,0
43,146333.99191711162,549,55317.53758039394,31,0,1
65,26984.814325570125,553,25329.445126147573,39,0,0
38,192282.35522340084,481,76690.42386093117,38,1,1
71,28330.37830806455,465,9690.245912200458,40,0,1
73,178625.57275002074,303,20637.034075666113,31,1,1
56,180988.05777715982,762,74198.4228928923,1,0,0
47,114408.0537664742,444,28692.88727641992,37,0,1
76,44659.42915141414,464,49853.87071933111,3,0,1
25,121726.2747002499,643,33392.57634470033,4,1,0
68,133153.78878251294,404,51191.13994998432,36,0,0
37,174396.61240528003,847,35318.92419478914,36,0,0
65,119161.16763852254,613,99426.59100069899,25,0,0
49,93927.69126260089,468,36390.28134645652,8,1,1
39,170892.4148937405,819,63077.8923223669,14,0,0
76,196571.32352347142,735,88945.97854743687,23,0,0
24,136118.576928428,811,64155.56444211029,23,0,0
26,177389.66671450573,708,57019.86825585125,34,0,0
62,127772.32030923155,735,57353.71602086462,40,0,0
18,144161.83845385502,614,50149.610381415165,24,0,0
46,143870.08115880538,841,80950.45973904105,25,0,0
80,146861.65763124777,362,5991.983757776814,22,1,0
25,77782.41990715405,331,88627.86088500344,5,1,0
73,123619.05132890822,510,59042.929804318635,40,0,1
71,126944.40511528317,762,85038.44890431908,26,1,0
21,76712.89280838176,379,2028.8775518766458,18,0,0
52,82973.42618665946,642,87058.36399220015,30,0,1
76,157204.41770300866,531,12893.61439815342,37,0,1
20,124890.29131110484,428,72400.58263284752,31,1,1
71,46858.00663337034,318,42235.61789589653,1,1,0
62,170774.657962917,656,68426.16671869451,17,1,0
57,178960.57167337756,718,63190.784030059054,27,0,0
24,103905.40663240655,380,17176.258159656943,6,1,1
44,57603.33776412685,417,51946.76268030763,22,1,0
18,190569.16917288295,793,28445.816846259535,35,0,0
44,178808.52161352374,791,56483.24744195323,23,0,0
33,63988.71434153093,524,74062.32502223155,27,0,0
55,37206.872534485534,718,9044.583043601953,24,0,0
24,99317.64935883922,436,52060.479929571506,38,0,0
61,141751.45756887313,525,62145.352255463586,3,0,0
40,51569.94533958993,633,30241.37790612417,18,0,0
58,112378.27851771464,528,95347.3447968047,3,0,0
76,96574.788969053,622,52509.97972517612,12,1,1
28,180299.2067785038,407,19069.191894747342,0,1,1
59,97321.99390528315,744,11671.03791812912,33,0,0
70,116079.75087230677,306,54624.29536737119,6,1,1
50,191951.51528032802,427,38148.59973156597,24,0,0
67,73944.51785742163,652,20062.16267907008,22,1,0
80,72018.36774954945,566,4039.1501917916835,29,1,0
53,163927.1143895677,513,57093.40792375012,6,1,1
54,69957.01750591435,546,60261.42344653253,16,0,1
58,169735.8566131769,673,15038.45751696538,32,0,0
76,37196.40968509609,720,60572.06692726013,1,0,0
80,40027.02451570431,340,95245.30271605225,37,0,1
34,182238.20734929893,647,97851.2653889842,12,0,0
52,117346.21084683835,442,88960.8007191435,31,0,1
65,149386.568004963,440,80900.77950273831,21,1,0
22,60552.000535257976,406,21727.415834619795,8,1,0
65,49929.38630877949,332,16487.083067097083,16,0,1
49,170291.76720187522,499,45049.81262625009,17,0,0
20,84552.21326418479,418,62343.54338053669,39,1,1
69,101905.871441959,528,85217.18971682942,39,1,1
64,25034.941509564618,484,23964.341072543353,26,1,1
79,89458.53215473396,514,48485.142151512926,10,0,0
52,158678.80546249612,429,65096.58395372774,27,0,0
69,167829.53191151048,571,45113.7915989075,7,1,0
31,145775.86199885752,307,45965.17403084914,17,1,0
80,144592.35203787358,702,23286.598941799628,12,1,0
65,111123.06798748842,668,98679.42958619652,32,1,0
78,116899.27926676815,836,48044.13505733689,14,1,0
78,153673.71442636583,352,53741.4525951437,21,1,1
48,64514.323788990114,546,22637.369837396076,37,1,0
48,61673.07228429008,636,51899.53511485004,29,0,0
34,190986.46830452984,580,26279.606294896366,5,0,1
77,24984.179616579568,332,21031.28888696318,33,1,0
41,45103.78345973267,847,28296.50284335051,18,1,0
69,122659.83671622464,642,1273.2052020228177,32,1,0
40,152810.27096570274,538,57444.96008816671,13,1,0
35,116820.39493730212,791,39360.52054676148,40,1,0
67,83911.51930967915,476,89970.2129001991,18,0,1
71,196035.70148353415,343,5030.0101876395975,39,1,0
31,146693.48332391225,603,5276.829784719261,14,1,0
67,169650.35139207423,568,88701.47821394577,9,1,1
32,27244.43735387673,699,13537.819578229783,1,1,1
32,62465.61988520906,730,1213.8503082761786,1,0,1
23,87350.79684648442,720,18712.47250758836,20,0,0
44,52868.25165481005,430,82563.74133466282,11,0,0
32,33121.8690876465,709,80468.69419325012,9,0,1
67,60516.49962704244,524,34673.08887350165,11,0,0
53,116054.41362266766,442,67135.06080872535,38,0,0
72,145234.14470420696,839,51217.721026246945,1,0,0
25,159323.76613371458,424,90568.7639947447,0,1,1
32,27728.507876189073,511,6585.924066324809,1,0,0
20,97037.51099826641,727,81504.73374492655,22,0,0
79,41998.08504536612,736,17889.268273318547,27,0,0
64,97616.06956004094,537,39770.46884574417,16,0,1
30,98115.65284165311,627,20003.75799204182,39,0,0
58,109678.10360820386,418,70558.82654981976,20,0,0
51,180709.5127273831,345,68154.29179557251,33,1,0
41,164917.1904723361,383,55241.862568203665,8,1,0
57,134609.75212455052,651,70118.14064356187,16,1,0
49,179373.31812803555,312,64316.91327986271,31,1,1
78,142124.3509708322,471,77867.76351274253,4,1,0
49,167393.89293735352,533,24701.258477764324,13,0,1
47,121480.09417714279,480,43462.348879131336,24,1,1
69,114539.28529356212,350,16011.026406068642,21,0,0
66,150337.50369902927,694,43529.76285779921,4,1,0
30,23544.076155635194,728,70467.48339061378,37,1,0
18,144267.96289365622,573,69447.7249176508,8,1,1
51,188213.27931278563,506,71233.26342619934,30,1,0
79,148509.57436881575,447,31567.985335791294,40,1,0
32,26622.87037349933,599,66559.18340530146,20,1,0
61,88019.41533909031,752,37379.165639304876,35,0,0
31,165724.6344088315,848,94504.71256439993,0,1,0
74,192549.5390079956,682,34993.27022215354,21,1,0
46,86629.40401454791,833,60698.805170394415,22,1,0
51,171414.93005784345,532,75264.42570502542,22,1,0
35,175485.77755427232,428,90734.33547360777,14,0,0
71,42191.551878689,536,44354.93174193718,0,0,1
24,172241.92400936372,784,36688.025712618524,5,1,0
46,78364.9812149507,540,43572.78935634231,39,1,0
72,126782.78988177511,522,33045.938803428304,34,0,0
48,117013.18148415578,398,65738.5245166641,16,1,1
78,139349.6954725017,572,93338.95963684982,22,1,0
42,153283.63717005146,698,13481.029642447309,19,1,1
55,99358.59757134442,816,56531.284412245535,27,0,0
31,179895.94798684382,729,89867.22381067277,36,0,0
25,165709.71588108104,822,10911.339920945737,17,0,0
44,161375.79667661476,647,49892.6756658618,6,0,0
71,102484.43154817252,850,86657.72999018416,19,1,1
19,26763.11945202983,750,90144.76895949616,23,0,0
34,108606.15314821,341,51920.86395413873,15,1,0
54,181720.19614595294,393,3470.236562304028,12,0,1
31,54281.028009353395,785,11458.278664354346,27,0,1
42,196866.6449619058,816,59084.95777888214,6,1,0
73,165384.31160237084,449,13262.00204016815,14,1,0
47,147769.36261077167,798,15792.359914215807,22,0,0
46,141888.79242601775,670,77439.59268042928,22,0,1
37,125664.65874807727,784,75318.51379897454,30,1,0
38,149720.65818484378,682,84434.50318312172,4,0,0
78,95943.00011947769,491,11467.77851410446,26,0,0
70,172151.85944362334,520,20616.343228584952,9,0,1
39,145342.27209715056,346,83463.18155600641,6,0,0
52,158825.56022831882,426,72387.67326108142,31,1,1
54,162647.73598987632,306,80789.65665497597,22,1,0
33,36572.60822760245,415,98984.8218158843,8,0,1
67,30015.339083792827,665,86578.72900941451,28,0,0
75,164177.45632725244,345,52525.86183412627,26,1,0
66,66689.12378688432,692,31766.050294928486,37,1,0
60,124754.56535212656,322,57397.98207089541,20,0,0
34,99867.95393941752,430,64220.06847321079,5,1,0
33,23967.056660174163,426,34195.901984702476,25,0,1
75,27250.626469928866,744,77322.76671098317,19,0,0
72,168882.54361018323,608,10182.625473130787,14,1,0
19,129381.9610679703,732,78159.89221748928,37,1,0
21,114291.75417263208,772,4167.8533495128995,19,0,0
38,189983.37502491503,347,50298.64001142753,14,0,0
56,51160.704667192076,381,86282.20988484337,28,0,1
51,66434.75113858373,408,9563.032128118359,5,0,0
47,156213.0340824129,562,52256.1547129228,15,1,0
23,159542.3410324273,330,16779.752457170318,0,1,1
34,92881.4953590496,657,89586.75925603259,5,1,0
56,191176.11823587678,779,83402.2071763294,15,1,0
42,188885.8239887307,488,93457.80708605528,32,0,0
22,22233.748710828717,304,87623.25181147926,6,0,0
22,51019.022421330505,585,73918.77767673308,9,1,1
37,167639.49950309683,693,19304.03036326178,7,0,0
33,80339.0032686815,754,30947.758951221167,20,0,0
68,37183.28216596911,725,50188.66067249273,25,1,0
58,161299.85139624504,326,59300.78136995764,36,0,0
54,101825.0310035377,426,78436.15613600778,17,0,0
57,108633.94160876694,434,23469.003190519034,3,0,0
26,53546.48998691083,834,13699.462020549363,19,1,0
22,138961.109709007,630,48778.406888769976,39,0,0
59,119223.43726207118,691,16626.299676419138,18,1,0
74,57201.12880203364,307,69679.94343062765,32,1,1
19,81259.67151905721,560,57987.458119080016,22,0,0
26,127438.27172051097,498,74369.6719048696,8,1,0
60,186477.00597801383,685,7280.219405855733,37,1,0
53,185667.7430578685,771,96505.05848397619,17,0,0
39,71823.06279154694,478,1000.5481308980613,1,1,0
39,152411.77599677927,749,33218.79908633995,16,0,0
39,159593.4344942857,539,68283.84454325774,15,1,1
51,165588.15799690306,823,5469.06531234977,23,1,0
72,122737.2112552664,482,9251.608554403088,30,0,1
46,21891.439657925803,657,8591.46228559381,0,1,0
55,157101.73138032475,675,58569.46294537695,27,0,0
76,39187.54096928301,837,89696.60618881528,32,0,0
63,41036.84951967233,381,55988.26079351394,36,1,0
50,129012.46447630749,657,60753.56387568749,38,0,1
35,197033.69378455429,484,35254.16346959095,3,0,0
24,63657.10518784397,587,2855.3747068976954,0,1,0
18,136245.95840921736,361,3139.857057370421,32,1,1
80,74657.65623276817,806,88942.68668161023,9,0,0
50,181770.70044989535,761,11154.671433245025,2,0,0
18,126833.04058049552,329,99979.14780944693,36,0,0
41,57345.91897816476,330,17277.838539616532,20,0,0
21,67183.58908017709,592,67788.80995156376,8,0,0
21,97846.53147526177,472,94946.59174590967,39,0,1
78,41967.84116536629,427,36866.638486560594,23,1,1
35,34172.006287426695,385,73708.88568605094,7,0,0
44,142411.0512346321,614,35734.80770079118,23,0,0
60,93289.71117604166,327,31189.16461938309,23,1,0
76,150720.64253664986,421,20978.604174968452,9,0,1
49,39810.47607877187,550,82272.55578298759,34,1,0
50,129775.79862219722,702,26481.31929730564,3,1,0
45,99795.22280655328,742,29032.658127679904,8,0,0
59,30439.757802265143,571,99898.00447767897,10,0,1
58,118064.35608967584,412,33403.733109086665,12,0,0
72,34904.76944861824,693,42854.67439437284,26,1,0
53,168989.55460238145,318,99015.49031970865,29,1,0
77,133752.3437702052,764,37560.734196325204,38,1,0
23,120254.15607688071,490,37249.04871635083,11,0,0
79,44024.420804538626,792,82943.73215517217,18,1,0
33,71742.28043073494,462,31881.106480281516,39,1,1
51,108717.66148435388,594,24144.824260598307,3,0,0
40,133991.03245514387,372,42897.815262356904,33,1,0
67,52981.529373588004,608,70363.43925704308,22,1,0
59,21595.930064052212,601,5281.0594729472705,25,1,1
41,82056.8337084732,607,38017.68669463811,6,1,0
73,106916.86182012384,423,35278.245292638196,17,0,0
66,53198.03100742455,560,25237.01637894122,3,1,0
30,108589.79105393705,494,65774.44625453015,7,1,1
73,80927.45454246836,650,29709.017960954057,21,0,0
35,101916.1398991534,788,61066.4243417923,25,1,0
71,82542.39510414691,499,50929.34730400807,12,0,1
30,133124.21296162403,807,22501.79721176396,16,0,0
66,27721.461978842905,745,27390.03964717598,35,1,0
54,50762.95218996924,379,17889.405277349826,40,1,0
60,97895.15643997992,768,6606.292270244827,14,1,0
56,84133.40879933421,741,62299.65784738625,17,0,0
78,90493.75207168706,571,67606.08069751911,26,1,1
59,164676.92507848635,642,17433.999367258322,5,1,0
34,179539.69848452584,423,61923.84608392126,33,0,1
32,64760.38102956261,522,98226.38926570023,40,1,1
35,170550.390851535,789,8365.80739884439,4,0,1
40,102582.1757522644,596,49546.71637738751,11,0,0
71,69287.71147151975,418,73570.78315074152,28,0,0
68,197382.0927808421,375,5554.910585142963,36,1,0
47,168464.32245815013,557,78049.07590576395,11,0,1
75,198965.5974355765,831,97971.6124721957,24,1,0
51,50274.341197085836,650,9760.298489742565,33,1,0
75,45891.68131061456,576,82400.7606411266,10,1,1
21,110608.03152996306,554,38479.57290669733,22,0,0
20,134955.8768062197,563,15267.504040967167,23,0,0
24,50790.8166560033,328,49826.12771043843,17,0,0
73,174877.52025593768,766,8080.3548423403545,9,0,0
35,115762.4261594054,334,52688.03940855124,4,1,0
59,93969.52997971655,593,2916.3220124009113,30,0,1
24,128369.66112686813,502,73132.5327256003,24,0,0
57,134291.66833501204,367,49308.99889534727,16,0,0
23,27700.990577082943,430,46435.026432582876,27,0,0
39,199980.68000690886,410,20422.95788046628,0,1,1
75,85505.5238248056,823,36765.05242368181,1,1,0
18,31077.676443781314,587,19005.073809744965,39,0,1
21,173418.17145959273,342,73803.61995303819,1,1,1
63,198743.3622582162,593,20703.5046438697,26,0,1
66,166944.53165889625,584,62058.579378119786,7,0,1
69,173338.84817477223,318,28681.14260570746,26,0,1
67,132668.32055950118,806,66041.23739640939,36,0,0
60,186018.60407976792,846,54505.04093321289,16,1,1
46,26432.93931094416,347,42920.42453361928,3,0,0
38,158010.29533175618,518,67627.08250763667,37,0,0
43,140727.8411001336,487,42156.485089214686,30,1,0
31,28925.2946943204,330,82315.68965492825,4,0,1
26,117915.24421576629,558,73230.24736529133,24,0,0
76,112710.86223641652,643,54523.26045679503,27,1,0
64,144476.1605138558,607,87829.0075760137,18,1,0
29,33955.654089651056,370,83057.3203253375,36,1,1
59,164950.18135911415,606,53652.10006742943,22,1,0
68,45092.619562070846,398,7776.321676378953,35,0,1
73,95359.63042313707,320,57033.63886772516,12,0,1
68,178631.84135029447,305,36170.441966468265,16,0,1
23,120895.68898918935,530,54471.18133756968,29,0,1
37,88326.36447585217,381,65065.91558926174,22,1,0
41,28676.403568250622,516,64839.01891021333,2,1,0
44,141009.2330963099,634,67678.88030828214,12,0,0
55,197578.4177552211,758,68247.59387945647,31,1,0
25,184123.35177650893,386,11818.860452636913,34,1,0
18,149113.29396321703,814,19979.52071527207,1,0,1
71,38952.71448607011,812,63423.559449692744,2,0,1
66,63099.216812070954,777,41409.06648437263,28,1,0
66,53632.823501591665,797,76522.31288527058,9,1,0
41,83983.09524601616,748,13366.018944020383,19,1,0
64,62393.10100247639,559,19960.776447633394,33,0,1
24,63999.10027490478,836,56287.999601210824,14,0,0
36,131011.38836757302,499,50574.05390752197,39,1,0
39,77366.47807304902,762,27373.318243692305,0,1,0
80,141889.31776504515,393,41425.98110701069,25,0,0
74,190620.1386463125,651,4463.146527608655,31,1,0
72,134926.024990383,407,4666.772691443039,1,1,0
77,155298.20189786682,654,10397.773279662293,31,1,0
52,155284.47475091083,768,58102.45286685549,40,1,0
79,79526.50191187598,394,86507.9250467022,28,0,0
47,22692.43902681839,390,26762.105636697932,19,0,1
46,29908.6333389586,343,4360.043142618604,22,1,1
39,70770.84515922051,755,71154.08310317894,11,0,0
28,144117.77305836766,683,85679.87166150159,9,0,0
37,183202.96495669265,322,14679.105741047071,18,1,1
79,192583.6871943343,322,39189.021898099614,9,0,1
46,24652.75949121322,533,16714.947218430272,18,1,1
68,198215.7042138988,610,11529.385630327155,25,1,0
58,78049.49930420487,716,65168.685308963075,23,0,0
59,171732.12108232075,632,96786.111141635,8,1,0
51,52453.182925420464,402,68138.39693645547,28,0,0
18,31321.686369234652,799,98496.65161795421,28,1,1
48,88103.97633128376,782,44005.13233095885,36,1,0
47,174606.56993552475,488,89889.10909390866,27,1,1
65,59748.48485800689,759,21303.338241964157,2,0,0
35,47712.31863533159,488,12672.532334068517,22,1,0
72,183764.7792110343,650,70549.48504033119,3,0,0
75,188900.6964718626,413,37769.42475540094,13,1,1
34,22258.675854003606,403,32451.07267196306,37,1,1
55,150938.4327347867,807,67456.77722176815,12,1,0
31,75657.39257527879,644,34014.92013517932,27,1,0
40,87446.78659409413,320,57683.259052603615,38,1,0
42,104438.53549126818,686,30646.05551986913,19,0,0
32,96822.3746314135,508,78592.00123291388,27,1,0
63,112695.28129677894,782,31926.445709036223,31,1,0
73,124825.10883320293,772,53964.4203051258,13,0,0
39,103807.19087082637,692,3294.432286004162,12,1,0
20,146281.43728811317,815,79381.34755248089,10,0,0
73,149348.29931158555,487,62413.439707375626,37,0,1
72,99264.65553671512,645,20031.46963229667,38,0,0
36,45643.36665567954,651,22321.964233011488,14,0,1
74,135315.0058376221,840,26986.79893197738,8,0,0
61,159132.2082231276,346,58076.48035496062,2,0,0
51,134859.71381671095,376,55283.31697620927,4,0,1
52,125849.85785242681,642,28112.508244547047,27,0,0
67,61294.158422229135,490,69712.16690572337,14,0,0
78,136124.6673474665,842,89015.07542743938,2,0,0
18,80274.11862371815,335,5308.032287700308,34,0,0
69,185520.5953063913,723,42302.467144445465,6,0,0
38,137669.61669679655,650,59758.49173593618,29,1,0
46,70072.3418074945,487,59057.085150162944,23,1,1
23,105126.84368550743,826,2933.9993519615655,30,1,0
54,172384.629659308,633,21846.040519011898,13,0,0
18,80383.51121287655,782,7121.241409900032,15,0,0
68,114579.3026274286,515,57327.542182443474,3,1,0
18,142340.59518527405,457,64893.59887927725,2,0,1
44,155815.2809888135,540,16814.47417892428,34,0,1
38,51300.59151165407,595,33968.10081486519,8,1,0
70,121727.41484191203,761,33650.57059422608,3,0,1
33,184195.98208931624,344,82160.43082738855,18,1,1
61,194304.7606717449,794,20271.2810483842,23,1,0
76,138106.1076606845,474,55283.09801124019,10,0,1
78,197058.94474879742,645,78510.61573758755,14,0,0
71,122732.34481570535,355,83128.24109680773,35,0,0
57,99668.905360568,640,66990.04333418857,30,1,0
43,119285.74261068426,407,30653.247473926407,7,0,1
33,40828.23096743398,513,82481.61090805677,1,0,1
45,92308.8655433698,798,74474.43668291254,2,0,0
18,102512.90954549516,696,70742.44424909765,2,1,0
53,172753.00376977606,849,7666.2044896157095,20,0,0
27,156556.7466936405,796,5283.223184503405,11,0,0
60,128256.78534046414,472,69841.16447245637,13,1,1
34,82509.90227772859,404,94534.68532215913,22,0,0
74,53666.225424678276,778,77598.66887823892,12,0,0
76,82597.70376463301,698,83316.08108287517,15,1,0
40,142364.73277264374,733,54953.24580412925,16,0,0
24,67346.80383530597,493,31154.02826471932,17,0,1
61,96839.60522764987,765,68095.95277992154,12,0,0
70,89618.64227870277,640,71485.11667377656,25,1,0
24,157806.21148239085,358,67860.43919770668,39,1,1
61,179081.671206826,837,94724.19661521273,38,1,0
32,145886.77222597584,777,37350.72429319109,30,1,0
51,81488.40696794615,402,4926.096356622566,39,0,1
63,97971.8688156597,832,90935.99092298353,16,1,0
62,45803.027729669855,621,16889.41276655405,31,0,0
21,50257.54059798978,848,70034.51559935581,0,0,0
31,49572.6621547727,313,87447.23953749576,34,0,0
31,43505.544361035834,755,31703.998403448877,35,0,1
33,52324.621131643435,520,83211.10884463773,18,1,0
